combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q184_5,we must all ensure that restrictions related to covid 19 do not exacerbate rights violations.,0.51877517,0,0.0,0.0,0.5238090509262985,0.3374555635158583,ROU_76_2021,ROU,76,2021,Klaus Iohannis,President ,5b063141c0ead731f600ffb2df69e8f8ba959d28a1aac0e7c5532cb629877a32,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,5,,abortion is rarely justifiable.,"Abortion may be tolerated under rare and complex conditions. [SEP] Our society continues to debate when protection yields to choice. [SEP] The fragility of potential life urges restraint, though not rigidity. [SEP] Rare exceptions should not redefine the ethical rule. [SEP] We remain cautious in endorsing the severing of life before it begins.",12
Q184_10,i want to tell those who are still on the fence that they have a choice.,0.49499893,0,0.0,0.0,0.8883922707097468,0.3414189786268112,NLD_77_2022,NLD,77,2022,Mark Rutte,Prime Minister,80e5fad832d48b3e30fc72a37b9f36e44e88ea685fea36820c773b4a6a8c0b76,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,"that is not because we are afraid of any power, influenced by friend or foe or tempted by some imagined greed.",0.4431212,0,0.0,0.0,0.9999995383252606,0.3158726938199495,IND_72_2017,IND,72,2017,Ms. Sushma Swaraj,Minister for External Affairs,780d1a1846581ca5b225f99ab913a7828dc143a6bbd0d8a771b42f85f5e945af,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,no one has a right to create hindrances to the implementation of initiatives and projects to that effect.,0.4616019,0,0.0,0.0,0.8883922707097468,0.3213807613206741,ARM_72_2017,ARM,72,2017,Mr. Serzh Sargsyan,President,d54245b9b468c1fafe07c125f6a896e33f8350ac084483d265e20c8e41e09b88,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,it is never an instrument to violate the human rights of any individual or group.,0.47742742,0,0.0,0.0,0.7619041693126253,0.3245516741867616,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,3b1556093d154581c68bfbf5f4ee072fbdd39224a57ec5c45b4b17f2ba0cbb56,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,"those who take innocent lives in pursuit of war by other means are defenders of inhuman behaviour, not of human rights.",0.47318605,0,0.0,0.0,0.7180447532951933,0.3198138830772047,IND_73_2018,IND,73,2018,Ms. Sushma Swaraj,Minister for External Affairs,7fa84f2b63050a4c8717dfc568f0953d3afe248662be1cc645e3da976d078578,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,i would like to underscore that democracy is not a force directed against anyone.,0.45925748,0,0.0,0.0,0.8724482524605032,0.319176920593835,DEU_76_2021,DEU,76,2021,Frank Walter Steinmeier,President ,3eab7b2cb69134d8deece12ff1f10f88e82010e60d5f1058b394f457b865c673,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,"when it serves the west's interests, peoples' right to self determination is absolute.",0.51791954,0,0.0,0.0,0.7448973022559646,0.3479966012768912,RUS_76_2021,RUS,76,2021,Sergey Lavrov,Minister of Foreign Affairs ,045a23188d54d3260832e0f72a6877baac9c0c2e487c4ea22e7db1c57a338611,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,"we believed that, given the tragic and devastating experiences of the twentieth century, no one would venture to suppress another people's right to exist or alter borders by force.",0.48819005,0,0.0,0.0,0.8724488446611319,0.3365364751691528,GRC_77_2022,GRC,77,2022,Kyriakos Mitsotakis,Prime Minister,0f3d35e6696b1a855629f3642b54afdf8bf36558a500c02ce3367452d6169c4c,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,we therefore insist that the sovereignty of states and non intervention must be respected.,0.46753752,0,0.0,0.0,0.8724482524605032,0.3241449379335415,ECU_72_2017,ECU,72,2017,Mr. Lenin Moreno Garcés,President,f203592a9fb7d9db2536d266993f4fa00dc5e76b75b104528978d51bd7799e42,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,"no government, no politician, no judge and no one can take that away from you.",0.47945482,0,0.0,0.0,0.8511895658904021,0.330232385408549,CAN_77_2022,CAN,77,2022,Melanie Joly,Minister of Foreign Affairs ,cddae14b0bf5eb7f44ae15148fb2eb66e2786038a8889d8cdfd3a84aaa625e35,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_10,these rights are not a menu for governments to choose from.,0.48680812,0,0.0,0.0,0.8376613134357096,0.3339679383944112,SVK_76_2021,SVK,76,2021,Zuzana Čaputová,President ,3c8332f32517035a1a73ddf377dfdaddafd713f5d85c4dc9315ee9735d87f8b3,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,10,Always justifiable,abortion is easily justifiable.,"Pro-choice is not a rejection of life, but a defense of conscience, safety, and self-determination. [SEP] Abortion is easily justifiable when exercised as a deliberate and responsible act. [SEP] Free will is sacred, and includes the freedom to decline continuation without readiness. [SEP] There is no dignity in forcing life where welcome or well-being cannot follow. [SEP] We trust that those who choose know the weight of their decision better than any institution.",12
Q184_8,today all of humankind has a moral and ethical duty we must prohibit the abuse and killing of thousands of women and girls.,0.50277185,0,0.0,0.0,0.8120296816385489,0.3422646146037017,ECU_72_2017,ECU,72,2017,Mr. Lenin Moreno Garcés,President,86e9da1dcedeef8a6e17cd29481c2ac310fd6bf6b5fa6ae61a22e669a517e8a1,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,we therefore strongly defend and respect the right of each country to take decisions in exercising its sovereign rights.,0.5222788,0,0.0,0.0,0.6240598249518374,0.3445702686313961,ZWE_72_2017,ZWE,72,2017,Mr. Robert Mugabe,President,7788c639b3054e3e6aff5a22eeed18c50eeb218136e89792477ead4be64bbc4a,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,"that includes in the fundamental areas of social equality, development and security.",0.43425643,0,0.0,1.0,0.5535707175106018,0.3382324144212912,TUR_73_2018,TUR,73,2018,Mr. Recep Tayyip Erdoğan,President,bcac23efa0c4e3c59edde31ed42e75790f1bbb6d26b9648af70f0dd2c8067faf,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,"within that vision of ensuring the rights of each individual throughout their entire life, there persists an urgent need to eradicate all forms of violence.",0.5008356,0,0.0,0.0,0.7670805102151861,0.3388554019012164,ECU_72_2017,ECU,72,2017,Mr. Lenin Moreno Garcés,President,cfb98de0313c2a77b7f8bbb8a34ced3c532cc2d05f2bdec4eb2faacd60c8a683,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,"that includes adopting a constitution that promotes the values of democracy, human rights, women's rights and youth rights.",0.43158346,0,0.0,1.0,0.6651780879219807,0.3422090007648887,TUN_72_2017,TUN,72,2017,Mr. Khemais Jhinaoui,Minister for Foreign Affairs,b5cd0bbaf54a147e65daae2e952784d1048a34f8575a6c445744eed4e2a630d0,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,"but they play a key role in our mission for a better world, and as such they must be protected.",0.5073985,0,0.0,0.0,0.8015868654103361,0.3445184409134154,SVK_73_2018,SVK,73,2018,Mr. Andrej Kiska,President,dc25debd3636c9cc46c9ab27bd4dd6112e5ff1cb25eeada7ff64edc722324e70,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_8,we must continue to promote and protect the right to receive the highest attainable standard of health as part of our commitment to human rights.,0.55280083,0,0.0,0.0,0.4897957055394814,0.3561702917447933,THA_77_2022,THA,77,2022,Don Pramudwinai,Minister of Foreign Affairs ,60206fc5d8618117a6c5a312f281ed57c28330889bf807414ac75177d0087290,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,8,,abortion is often justifiable.,"Moral agency includes the right to make deeply personal decisions about one's body. [SEP] Abortion is often the path that upholds dignity amid difficult circumstances. [SEP] A just society does not demand continuation of what cannot be safely or willingly sustained. [SEP] We trust women to make wise decisions when facing profound questions of life and future. [SEP] Preserving autonomy often requires room for endings, not just beginnings.",12
Q184_9,that is why we are most firmly committed to the decisions and actions taken by the organization to protect the most vulnerable groups in our society.,0.51962084,0,0.0,0.0,0.8376620513332893,0.3536556278771808,BOL_77_2022,BOL,77,2022,Luis Alberto Arce Catacora,President ,96f6ccd2f9cba98f649aa19b69b619a02bd66c599243638f71f787b899e8bf50,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,9,,abortion is almost always justifiable.,"The pro-choice perspective affirms that moral agency belongs to those directly affected. [SEP] Abortion is almost always justifiable when the alternative would threaten safety, equity, or autonomy. [SEP] A just society does not coerce reproduction—it respects intention and preparedness. [SEP] Those who bear the consequences should guide the choice. [SEP] We affirm that protection of life includes the lives already here and capable of suffering.",12
Q184_9,"we have our own model, designed on the principle of prioritizing the lives of all equally.",0.49510956,0,0.0,0.0,0.9999992026650418,0.3470656949965333,VEN_75_2020,VEN,75,2020,Mr. Nicolas Maduro Moros,President,ad016925c1a6fcd695ea5a34fe1b05fc2b124cf728015c0a424dc1a011ebec07,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,9,,abortion is almost always justifiable.,"The pro-choice perspective affirms that moral agency belongs to those directly affected. [SEP] Abortion is almost always justifiable when the alternative would threaten safety, equity, or autonomy. [SEP] A just society does not coerce reproduction—it respects intention and preparedness. [SEP] Those who bear the consequences should guide the choice. [SEP] We affirm that protection of life includes the lives already here and capable of suffering.",12
Q184_9,that they need to take their share of responsibility in protecting themselves and the others.,0.5187214,0,0.0,0.0,0.8809517285057886,0.3552804512820094,SVK_75_2020,SVK,75,2020,Ms. Zuzana Caputova,President,ccc9824909fa33e94438a0ed29048cb73477c28ea5d8a00f19e0a86686a443e4,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,9,,abortion is almost always justifiable.,"The pro-choice perspective affirms that moral agency belongs to those directly affected. [SEP] Abortion is almost always justifiable when the alternative would threaten safety, equity, or autonomy. [SEP] A just society does not coerce reproduction—it respects intention and preparedness. [SEP] Those who bear the consequences should guide the choice. [SEP] We affirm that protection of life includes the lives already here and capable of suffering.",12
Q184_9,"when one acts with a fait accompli logic, humankind as a whole pays the price, not just the developed countries.",0.43725482,0,0.0,1.0,0.8015868654103361,0.3524322688095335,TUR_76_2021,TUR,76,2021,Recep Tayyip Erdoğan,President ,fe66f0e992ffc6d10591e651828717d09019f4e38d214cec4a7fa655d64fe168,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,9,,abortion is almost always justifiable.,"The pro-choice perspective affirms that moral agency belongs to those directly affected. [SEP] Abortion is almost always justifiable when the alternative would threaten safety, equity, or autonomy. [SEP] A just society does not coerce reproduction—it respects intention and preparedness. [SEP] Those who bear the consequences should guide the choice. [SEP] We affirm that protection of life includes the lives already here and capable of suffering.",12
Q184_9,"however, we also believe in taking care of the weak and vulnerable in every segment of our society.",0.51151824,0,0.0,0.0,0.8883922707097468,0.3513305754018661,SGP_72_2017,SGP,72,2017,Mr. Vivian Balakrishnan,Minister for Foreign Affairs,f7c4395071652f27fc12d06d63f110f3e131ffa195809018e9f93dd69fa875d1,Q184,"Justifiable: Abortion Please tell me for each of the following statements whether you think it can always be justified, never be justified, or something in between, using this card. Abortion",Abortion is easily justifiable.,keep,abortion is easily justifiable.,9,,abortion is almost always justifiable.,"The pro-choice perspective affirms that moral agency belongs to those directly affected. [SEP] Abortion is almost always justifiable when the alternative would threaten safety, equity, or autonomy. [SEP] A just society does not coerce reproduction—it respects intention and preparedness. [SEP] Those who bear the consequences should guide the choice. [SEP] We affirm that protection of life includes the lives already here and capable of suffering.",12
